"source,""target"",""path"",""path_length"",""path_sign"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",15,""-"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",12,""-"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""+"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",10,""+"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",11,""+"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",14,""-"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",11,""-"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",8,""+"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",9,""+"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",10,""+"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Patients Satisfaction -> Policy Support for Quality -> Funding for Quality Improvement -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",15,""+"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Patients Satisfaction -> Policy Support for Quality -> Funding for Quality Improvement -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",12,""+"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Patients Satisfaction -> Policy Support for Quality -> Funding for Quality Improvement -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""-"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Patients Satisfaction -> Policy Support for Quality -> Funding for Quality Improvement -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",10,""-"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Patients Satisfaction -> Policy Support for Quality -> Funding for Quality Improvement -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",11,""-"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",14,""-"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",15,""-"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",16,""-"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",11,""-"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",12,""-"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",13,""-"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""+"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",10,""+"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",11,""+"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",13,""+"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",10,""+"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""+"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",10,""+"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",11,""+"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",13,""+"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",10,""+"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",17,""-"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",14,""-"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",11,""+"""
"Health Expenditure (GDP-Percent),""30-Day Readmission Rate"",""Health Expenditure (GDP-Percent) -> Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",12,""+"""
